rank,anime,voice_actor
548,Girls & Panzer: Saishuushou Part 2,"Nakagami, Ikumi"
548,Girls & Panzer: Saishuushou Part 2,"Ozaki, Mami"
548,Girls & Panzer: Saishuushou Part 2,"Fuchigami, Mai"
548,Girls & Panzer: Saishuushou Part 2,"Iguchi, Yuka"
548,Girls & Panzer: Saishuushou Part 2,"Kayano, Ai"
550,Honzuki no Gekokujou: Shisho ni Naru Tame ni wa Shudan wo Erandeiraremasen 3rd Season,"Hayami, Show"
550,Honzuki no Gekokujou: Shisho ni Naru Tame ni wa Shudan wo Erandeiraremasen 3rd Season,"Iguchi, Yuka"
551,Kanata no Astra,"Matsuda, Risae"
551,Kanata no Astra,"Hosoya, Yoshimasa"
551,Kanata no Astra,"Shimazaki, Nobunaga"
551,Kanata no Astra,"Hayami, Saori"
551,Kanata no Astra,"Kino, Hina"
551,Kanata no Astra,"Kurosawa, Tomoyo"
551,Kanata no Astra,"Minase, Inori"
551,Kanata no Astra,"Takeuchi, Shunsuke"
551,Kanata no Astra,"Ishigami, Shizuka"
551,Kanata no Astra,"Uchiyama, Kouki"
554,Kimi wa Houkago Insomnia,"Tamura, Konomi"
554,Kimi wa Houkago Insomnia,"Satou, Gen"
556,Overlord IV,"Hino, Satoshi"
563,Uchouten Kazoku 2,"Nakahara, Mai"
563,Uchouten Kazoku 2,"Yoshino, Hiroyuki"
563,Uchouten Kazoku 2,"Suwabe, Junichi"
563,Uchouten Kazoku 2,"Sakurai, Takahiro"
549,Hikaru no Go,"Chiba, Susumu"
549,Hikaru no Go,"Kawakami, Tomoko"
549,Hikaru no Go,"Kobayashi, Sanae"
560,Shokugeki no Souma: Ni no Sara,"Taneda, Risa"
560,Shokugeki no Souma: Ni no Sara,"Takahashi, Minami"
560,Shokugeki no Souma: Ni no Sara,"Matsuoka, Yoshitsugu"
564,Spy x Family Season 2,"Hayami, Saori"
564,Spy x Family Season 2,"Eguchi, Takuya"
564,Spy x Family Season 2,"Tanezaki, Atsumi"
580,Sakura-sou no Pet na Kanojo,"Horie, Yui"
580,Sakura-sou no Pet na Kanojo,"Nakatsu, Mari"
580,Sakura-sou no Pet na Kanojo,"Takamori, Natsumi"
580,Sakura-sou no Pet na Kanojo,"Matsuoka, Yoshitsugu"
580,Sakura-sou no Pet na Kanojo,"Sakurai, Takahiro"
580,Sakura-sou no Pet na Kanojo,"Dendou, Rina"
580,Sakura-sou no Pet na Kanojo,"Kayano, Ai"
569,Ginga Eiyuu Densetsu: Die Neue These - Seiran 1,"Umehara, Yuuichirou"
569,Ginga Eiyuu Densetsu: Die Neue These - Seiran 1,"Miyano, Mamoru"
569,Ginga Eiyuu Densetsu: Die Neue These - Seiran 1,"Suzumura, Kenichi"
573,Kidou Senshi Gundam: Tekketsu no Orphans,"Kawanishi, Kengo"
573,Kidou Senshi Gundam: Tekketsu no Orphans,"Suwa, Ayaka"
573,Kidou Senshi Gundam: Tekketsu no Orphans,"Terasaki, Yuka"
573,Kidou Senshi Gundam: Tekketsu no Orphans,"Hosoya, Yoshimasa"
573,Kidou Senshi Gundam: Tekketsu no Orphans,"Higashiuchi, Mariko"
579,Meitantei Conan Movie 18: Ijigen no Sniper,"Takayama, Minami"
579,Meitantei Conan Movie 18: Ijigen no Sniper,"Yamaguchi, Kappei"
579,Meitantei Conan Movie 18: Ijigen no Sniper,"Yamazaki, Wakana"
579,Meitantei Conan Movie 18: Ijigen no Sniper,"Koyama, Rikiya"
577,Mahoutsukai no Yome,"Takeuchi, Ryouta"
577,Mahoutsukai no Yome,"Kinoshita, Sayaka"
577,Mahoutsukai no Yome,"Tanezaki, Atsumi"
570,Hyouka,"Satou, Satomi"
570,Hyouka,"Sakaguchi, Daisuke"
570,Hyouka,"Kayano, Ai"
570,Hyouka,"Nakamura, Yuuichi"
565,Uma Musume: Pretty Derby Season 2,"Oonishi, Saori"
565,Uma Musume: Pretty Derby Season 2,Machico
575,Kuroshitsuji: Book of Circus,"Ono, Daisuke"
575,Kuroshitsuji: Book of Circus,"Sakamoto, Maaya"
578,Meitantei Conan Movie 08: Ginyoku no Magician,"Takayama, Minami"
578,Meitantei Conan Movie 08: Ginyoku no Magician,"Yamaguchi, Kappei"
578,Meitantei Conan Movie 08: Ginyoku no Magician,"Yamaguchi, Kappei"
578,Meitantei Conan Movie 08: Ginyoku no Magician,"Yamazaki, Wakana"
578,Meitantei Conan Movie 08: Ginyoku no Magician,"Kamiya, Akira"
567,City Hunter 2,"Ikura, Kazue"
567,City Hunter 2,"Kamiya, Akira"
597,Haikyuu!! Movie 1: Owari to Hajimari,"Murase, Ayumu"
597,Haikyuu!! Movie 1: Owari to Hajimari,"Ishikawa, Kaito"
592,Angel Beats!,"Sakurai, Harumi"
592,Angel Beats!,"Kamiya, Hiroshi"
592,Angel Beats!,"Hanazawa, Kana"
583,Kuroko no Basket,"Ono, Yuuki"
583,Kuroko no Basket,"Ono, Kensho"
596,Durarara!!x2 Ketsu,"Ono, Daisuke"
596,Durarara!!x2 Ketsu,"Miyano, Mamoru"
596,Durarara!!x2 Ketsu,"Fukuyama, Jun"
596,Durarara!!x2 Ketsu,"Kamiya, Hiroshi"
596,Durarara!!x2 Ketsu,"Toyonaga, Toshiyuki"
596,Durarara!!x2 Ketsu,"Hanazawa, Kana"
596,Durarara!!x2 Ketsu,"Sawashiro, Miyuki"
587,One Piece Film: Strong World,Cho
587,One Piece Film: Strong World,"Yao, Kazuki"
587,One Piece Film: Strong World,"Tanaka, Mayumi"
587,One Piece Film: Strong World,"Okamura, Akemi"
587,One Piece Film: Strong World,"Yamaguchi, Yuriko"
587,One Piece Film: Strong World,"Nakai, Kazuya"
587,One Piece Film: Strong World,"Hirata, Hiroaki"
587,One Piece Film: Strong World,"Takenaka, Naoto"
587,One Piece Film: Strong World,"Ootani, Ikue"
587,One Piece Film: Strong World,"Yamaguchi, Kappei"
589,Toradora!,"Kugimiya, Rie"
589,Toradora!,"Kitamura, Eri"
589,Toradora!,"Nojima, Hirofumi"
589,Toradora!,"Horie, Yui"
589,Toradora!,"Majima, Junji"
591,Yowamushi Pedal: Grande Road,"Toriumi, Kousuke"
591,Yowamushi Pedal: Grande Road,"Fujimura, Ayumi"
591,Yowamushi Pedal: Grande Road,"Yasumoto, Hiroki"
591,Yowamushi Pedal: Grande Road,"Morikubo, Shoutarou"
591,Yowamushi Pedal: Grande Road,"Fukushima, Jun"
591,Yowamushi Pedal: Grande Road,"Yamashita, Daiki"
591,Yowamushi Pedal: Grande Road,"Itou, Kentarou"
590,World Trigger 2nd Season,"Tamura, Nao"
590,World Trigger 2nd Season,"Nakamura, Yuuichi"
590,World Trigger 2nd Season,"Muranaka, Tomo"
590,World Trigger 2nd Season,"Kaji, Yuuki"
581,Kodomo no Omocha (TV),"Nakazaki, Tatsuya"
581,Kodomo no Omocha (TV),"Oda, Shizue"
581,Kodomo no Omocha (TV),"Kino, Hana"
581,Kodomo no Omocha (TV),"Misawa, Mayumi"
581,Kodomo no Omocha (TV),"Naitou, Ryou"
586,No Game No Life,"Hikasa, Youko"
586,No Game No Life,"Kayano, Ai"
586,No Game No Life,"Matsuoka, Yoshitsugu"
585,Meitantei Conan Movie 25: Halloween no Hanayome,"Furuya, Toru"
585,Meitantei Conan Movie 25: Halloween no Hanayome,"Yamaguchi, Kappei"
585,Meitantei Conan Movie 25: Halloween no Hanayome,"Takayama, Minami"
585,Meitantei Conan Movie 25: Halloween no Hanayome,"Takagi, Wataru"
582,Koukyoushihen Eureka Seven,"Nazuka, Kaori"
582,Koukyoushihen Eureka Seven,"Fujiwara, Keiji"
582,Koukyoushihen Eureka Seven,"Sanpei, Yuuko"
582,Koukyoushihen Eureka Seven,"Neya, Michiko"
594,Dorohedoro,"Takagi, Wataru"
594,Dorohedoro,"Tomita, Miyu"
594,Dorohedoro,"Horiuchi, Kenyuu"
594,Dorohedoro,"Takanashi, Kengo"
594,Dorohedoro,"Kondou, Reina"
594,Dorohedoro,"Kobayashi, Yuu"
594,Dorohedoro,"Hosoya, Yoshimasa"
594,Dorohedoro,"Enoki, Junya"
593,Darker than Black: Kuro no Keiyakusha,"Kiuchi, Hidenobu"
593,Darker than Black: Kuro no Keiyakusha,"Ikeda, Masaru"
593,Darker than Black: Kuro no Keiyakusha,"Mizuki, Nana"
593,Darker than Black: Kuro no Keiyakusha,"Sawaki, Ikuya"
593,Darker than Black: Kuro no Keiyakusha,"Fukuen, Misato"
602,Mononoke Movie: Karakasa,"Kamiya, Hiroshi"
605,Persona 3 the Movie 4: Winter of Rebirth,"Sakamoto, Maaya"
605,Persona 3 the Movie 4: Winter of Rebirth,"Ogata, Megumi"
605,Persona 3 the Movie 4: Winter of Rebirth,"Toriumi, Kousuke"
605,Persona 3 the Movie 4: Winter of Rebirth,"Tanaka, Rie"
605,Persona 3 the Movie 4: Winter of Rebirth,"Takahashi, Shinya"
605,Persona 3 the Movie 4: Winter of Rebirth,"Ishida, Akira"
605,Persona 3 the Movie 4: Winter of Rebirth,"Midorikawa, Hikaru"
605,Persona 3 the Movie 4: Winter of Rebirth,"Toyoguchi, Megumi"
605,Persona 3 the Movie 4: Winter of Rebirth,"Noto, Mamiko"
605,Persona 3 the Movie 4: Winter of Rebirth,"Ishida, Akira"
603,Omoide no Marnie,"Arimura, Kasumi"
603,Omoide no Marnie,"Takatsuki, Sara"
598,Azumanga Daiou The Animation,"Kuwashima, Houko"
598,Azumanga Daiou The Animation,"Matsuoka, Yuki"
598,Azumanga Daiou The Animation,"Hisakawa, Aya"
598,Azumanga Daiou The Animation,"Kaneda, Tomoko"
598,Azumanga Daiou The Animation,"Tanaka, Rie"
598,Azumanga Daiou The Animation,"Asakawa, Yuu"
598,Azumanga Daiou The Animation,"Higuchi, Chieko"
598,Azumanga Daiou The Animation,"Hiramatsu, Akiko"
601,Gosick,"Yuuki, Aoi"
601,Gosick,"Eguchi, Takuya"
604,Paprika,"Hayashibara, Megumi"
604,Paprika,"Ootsuka, Akio"
604,Paprika,"Hayashibara, Megumi"
604,Paprika,"Furuya, Toru"
606,Shijou Saikyou no Deshi Kenichi,"Kawakami, Tomoko"
606,Shijou Saikyou no Deshi Kenichi,"Seki, Tomokazu"
625,NieR:Automata Ver1.1a Part 2,"Ishikawa, Yui"
625,NieR:Automata Ver1.1a Part 2,"Hanae, Natsuki"
625,NieR:Automata Ver1.1a Part 2,"Suwa, Ayaka"
612,Akatsuki no Yona,"Suwabe, Junichi"
612,Akatsuki no Yona,"Morita, Masakazu"
612,Akatsuki no Yona,"Chisuga, Haruka"
612,Akatsuki no Yona,"Okamoto, Nobuhiko"
612,Akatsuki no Yona,"Kobayashi, Sanae"
612,Akatsuki no Yona,"Maeno, Tomoaki"
612,Akatsuki no Yona,"Takagaki, Ayahi"
612,Akatsuki no Yona,"Saitou, Chiwa"
612,Akatsuki no Yona,"Minagawa, Junko"
618,Karakai Jouzu no Takagi-san 2,"Kaji, Yuuki"
618,Karakai Jouzu no Takagi-san 2,"Takahashi, Rie"
613,BanG Dream! Movie: Episode of Roselia - II: Song I Am.,"Kudou, Haruka"
613,BanG Dream! Movie: Episode of Roselia - II: Song I Am.,"Nakashima, Yuki"
613,BanG Dream! Movie: Episode of Roselia - II: Song I Am.,"Aiba, Aina"
613,BanG Dream! Movie: Episode of Roselia - II: Song I Am.,"Shizaki, Kanon"
613,BanG Dream! Movie: Episode of Roselia - II: Song I Am.,"Sakuragawa, Megu"
615,Dennou Coil,"Kuwashima, Houko"
615,Dennou Coil,"Park, Romi"
615,Dennou Coil,"Kojima, Sachiko"
615,Dennou Coil,"Orikasa, Fumiko"
615,Dennou Coil,"Saitou, Rie"
620,Lovely★Complex,"Okamura, Akemi"
620,Lovely★Complex,"Nagata, Akira"
617,Glass no Kamen (2005),"Morikawa, Toshiyuki"
617,Glass no Kamen (2005),"Uechi, Aki"
617,Glass no Kamen (2005),"Kobayashi, Sanae"
611,5-toubun no Hanayome ∬,"Minase, Inori"
611,5-toubun no Hanayome ∬,"Taketatsu, Ayana"
611,5-toubun no Hanayome ∬,"Hanazawa, Kana"
611,5-toubun no Hanayome ∬,"Sakura, Ayane"
611,5-toubun no Hanayome ∬,"Itou, Miku"
611,5-toubun no Hanayome ∬,"Matsuoka, Yoshitsugu"
611,5-toubun no Hanayome ∬,"Tamura, Mutsumi"
624,Meitantei Conan Movie 10: Tantei-tachi no Requiem,"Takayama, Minami"
624,Meitantei Conan Movie 10: Tantei-tachi no Requiem,"Yamaguchi, Kappei"
624,Meitantei Conan Movie 10: Tantei-tachi no Requiem,"Horikawa, Ryo"
624,Meitantei Conan Movie 10: Tantei-tachi no Requiem,"Yamazaki, Wakana"
623,Meitantei Conan Movie 04: Hitomi no Naka no Ansatsusha,"Takayama, Minami"
623,Meitantei Conan Movie 04: Hitomi no Naka no Ansatsusha,"Yamaguchi, Kappei"
623,Meitantei Conan Movie 04: Hitomi no Naka no Ansatsusha,"Yamazaki, Wakana"
619,Kill la Kill,"Yuzuki, Ryouka"
619,Kill la Kill,"Suzaki, Aya"
619,Kill la Kill,"Koshimizu, Ami"
619,Kill la Kill,"Seki, Toshihiko"
614,Black Lagoon,"Hirata, Hiroaki"
614,Black Lagoon,"Isobe, Tsutomu"
614,Black Lagoon,"Namikawa, Daisuke"
614,Black Lagoon,"Toyoguchi, Megumi"
622,Meitantei Conan Movie 03: Seikimatsu no Majutsushi,"Takayama, Minami"
622,Meitantei Conan Movie 03: Seikimatsu no Majutsushi,"Yamaguchi, Kappei"
622,Meitantei Conan Movie 03: Seikimatsu no Majutsushi,"Yamazaki, Wakana"
622,Meitantei Conan Movie 03: Seikimatsu no Majutsushi,"Kamiya, Akira"
608,Tsuki ga Kirei,"Chiba, Shouya"
608,Tsuki ga Kirei,"Tamaru, Atsushi"
608,Tsuki ga Kirei,"Kohara, Konomi"
608,Tsuki ga Kirei,"Murakawa, Rie"
621,Mairimashita! Iruma-kun 2nd Season,"Kimura, Ryouhei"
621,Mairimashita! Iruma-kun 2nd Season,"Murase, Ayumu"
621,Mairimashita! Iruma-kun 2nd Season,"Stahl, Laura"
621,Mairimashita! Iruma-kun 2nd Season,"Asai, Ayaka"
633,Yuru Camp△ Season 3,"Toyosaki, Aki"
633,Yuru Camp△ Season 3,"Hanamori, Yumiri"
633,Yuru Camp△ Season 3,"Hara, Sayuri"
633,Yuru Camp△ Season 3,"Takahashi, Rie"
633,Yuru Camp△ Season 3,"Touyama, Nao"
633,Yuru Camp△ Season 3,"Kurosawa, Tomoyo"
638,Hibike! Euphonium,"Asai, Ayaka"
638,Hibike! Euphonium,"Toyota, Moe"
638,Hibike! Euphonium,"Anzai, Chika"
638,Hibike! Euphonium,"Kurosawa, Tomoyo"
636,Full Metal Panic? Fumoffu,"Yukino, Satsuki"
636,Full Metal Panic? Fumoffu,"Seki, Tomokazu"
626,Kimi ni Todoke,"Namikawa, Daisuke"
626,Kimi ni Todoke,"Miura, Haruma"
626,Kimi ni Todoke,"Noto, Mamiko"
626,Kimi ni Todoke,"Nakamura, Yuuichi"
626,Kimi ni Todoke,"Sawashiro, Miyuki"
626,Kimi ni Todoke,"Sanpei, Yuuko"
629,Omae Umasou da na,"Yamaguchi, Kappei"
629,Omae Umasou da na,"Aikawa, Rikako"
629,Omae Umasou da na,"Katou, Seishirou"
637,Ginga Nagareboshi Gin,"Tanaka, Hideyuki"
637,Ginga Nagareboshi Gin,"Sakamoto, Chika"
637,Ginga Nagareboshi Gin,"Yamada, Eiko"
637,Ginga Nagareboshi Gin,"Ginga, Banjou"
639,Given Movie 2: Hiiragi Mix,"Imai, Fumiya"
639,Given Movie 2: Hiiragi Mix,"Yano, Shougo"
639,Given Movie 2: Hiiragi Mix,"Uchida, Yuuma"
639,Given Movie 2: Hiiragi Mix,"Ban, Taito"
640,Kara no Kyoukai Movie 3: Tsuukaku Zanryuu,"Honda, Takako"
640,Kara no Kyoukai Movie 3: Tsuukaku Zanryuu,"Noto, Mamiko"
640,Kara no Kyoukai Movie 3: Tsuukaku Zanryuu,"Suzumura, Kenichi"
640,Kara no Kyoukai Movie 3: Tsuukaku Zanryuu,"Sakamoto, Maaya"
648,Summer Wars,"Tanimura, Mitsuki"
648,Summer Wars,"Saitou, Ayumu"
648,Summer Wars,"Fuji, Sumiko"
648,Summer Wars,"Kamiki, Ryunosuke"
648,Summer Wars,"Sakuraba, Nanami"
645,SK∞,"Kobayashi, Chiaki"
645,SK∞,"Hatanaka, Tasuku"
642,Magi: The Labyrinth of Magic,"Ishihara, Kaori"
642,Magi: The Labyrinth of Magic,"Tomatsu, Haruka"
642,Magi: The Labyrinth of Magic,"Kaji, Yuuki"
642,Magi: The Labyrinth of Magic,"Tamura, Mutsumi"
648,Toaru Kagaku no Railgun S,"Satou, Rina"
648,Toaru Kagaku no Railgun S,"Itou, Kanae"
648,Toaru Kagaku no Railgun S,"Arai, Satomi"
648,Toaru Kagaku no Railgun S,"Toyosaki, Aki"
647,Slayers Next,"Matsumoto, Yasunori"
647,Slayers Next,"Midorikawa, Hikaru"
647,Slayers Next,"Hayashibara, Megumi"
647,Slayers Next,"Suzuki, Masami"
644,Shadows House 2nd Season,"Sasahara, Yuu"
644,Shadows House 2nd Season,"Kitou, Akari"
639,Juuni Kokuki,"Koyasu, Takehito"
639,Juuni Kokuki,"Hisakawa, Aya"
642,"Komi-san wa, Comyushou desu. 2nd Season","Koga, Aoi"
642,"Komi-san wa, Comyushou desu. 2nd Season","Kajiwara, Gakuto"
653,BanG Dream! 3rd Season,"Kohara, Riko"
653,BanG Dream! 3rd Season,"Ootsuka, Sae"
653,BanG Dream! 3rd Season,"Kudou, Haruka"
653,BanG Dream! 3rd Season,"Itou, Ayasa"
653,BanG Dream! 3rd Season,"Nakashima, Yuki"
653,BanG Dream! 3rd Season,"Aiba, Aina"
653,BanG Dream! 3rd Season,Natsume
653,BanG Dream! 3rd Season,"Shizaki, Kanon"
653,BanG Dream! 3rd Season,"Tsumugi, Risa"
653,BanG Dream! 3rd Season,Aimi
653,BanG Dream! 3rd Season,"Sakuragawa, Megu"
653,BanG Dream! 3rd Season,"Nishimoto, Rimi"
653,BanG Dream! 3rd Season,"Ohashi, Ayaka"
663,Meitantei Conan Movie 15: Chinmoku no Quarter,"Ogata, Kenichi"
663,Meitantei Conan Movie 15: Chinmoku no Quarter,"Takayama, Minami"
663,Meitantei Conan Movie 15: Chinmoku no Quarter,"Yamaguchi, Kappei"
663,Meitantei Conan Movie 15: Chinmoku no Quarter,"Hayashibara, Megumi"
663,Meitantei Conan Movie 15: Chinmoku no Quarter,"Takagi, Wataru"
663,Meitantei Conan Movie 15: Chinmoku no Quarter,"Yamazaki, Wakana"
663,Meitantei Conan Movie 15: Chinmoku no Quarter,"Koyama, Rikiya"
663,Meitantei Conan Movie 15: Chinmoku no Quarter,"Ootani, Ikue"
663,Meitantei Conan Movie 15: Chinmoku no Quarter,"Iwai, Yukiko"
652,Baby Steps 2nd Season,"Murata, Taishi"
652,Baby Steps 2nd Season,"Kotobuki, Minako"
650,Tokyo Magnitude 8.0,"Kaida, Yuuko"
650,Tokyo Magnitude 8.0,"Kobayashi, Yumiko"
650,Tokyo Magnitude 8.0,"Hanamura, Satomi"
655,Boku no Hero Academia 3rd Season,"Miyake, Kenta"
655,Boku no Hero Academia 3rd Season,"Okamoto, Nobuhiko"
655,Boku no Hero Academia 3rd Season,"Yamashita, Daiki"
657,Evangelion Movie 1: Jo,"Hayashibara, Megumi"
657,Evangelion Movie 1: Jo,"Ogata, Megumi"
657,Evangelion Movie 1: Jo,"Mitsuishi, Kotono"
665,Saiunkoku Monogatari 2nd Season,"Kuwashima, Houko"
665,Saiunkoku Monogatari 2nd Season,"Hiyama, Nobuyuki"
665,Saiunkoku Monogatari 2nd Season,"Morikawa, Toshiyuki"
665,Saiunkoku Monogatari 2nd Season,"Seki, Tomokazu"
665,Saiunkoku Monogatari 2nd Season,"Midorikawa, Hikaru"
656,D.Gray-man,"Sakurai, Takahiro"
656,D.Gray-man,"Suzumura, Kenichi"
656,D.Gray-man,"Itou, Shizuka"
656,D.Gray-man,"Kobayashi, Sanae"
661,Kidou Keisatsu Patlabor 2 the Movie,"Oobayashi, Ryuusuke"
661,Kidou Keisatsu Patlabor 2 the Movie,"Sakakibara, Yoshiko"
655,Black Clover: Mahou Tei no Ken,"Kajiwara, Gakuto"
655,Black Clover: Mahou Tei no Ken,"Shimazaki, Nobunaga"
664,Naruto,"Nakamura, Chie"
664,Naruto,"Inoue, Kazuhiko"
664,Naruto,"Sugiyama, Noriaki"
664,Naruto,"Takeuchi, Junko"
664,Naruto,"Kogure, Ema"
660,Kaichou wa Maid-sama!,"Fujimura, Ayumi"
660,Kaichou wa Maid-sama!,"Morohoshi, Sumire"
660,Kaichou wa Maid-sama!,"Okamoto, Nobuhiko"
651,Yahari Ore no Seishun Love Comedy wa Machigatteiru.,"Eguchi, Takuya"
651,Yahari Ore no Seishun Love Comedy wa Machigatteiru.,"Touyama, Nao"
651,Yahari Ore no Seishun Love Comedy wa Machigatteiru.,"Hayami, Saori"
672,Dungeon ni Deai wo Motomeru no wa Machigatteiru Darou ka V: Houjou no Megami-hen,"Matsuoka, Yoshitsugu"
672,Dungeon ni Deai wo Motomeru no wa Machigatteiru Darou ka V: Houjou no Megami-hen,"Ishigami, Shizuka"
672,Dungeon ni Deai wo Motomeru no wa Machigatteiru Darou ka V: Houjou no Megami-hen,"Minase, Inori"
666,Kami nomi zo Shiru Sekai: Megami-hen,"Itou, Kanae"
666,Kami nomi zo Shiru Sekai: Megami-hen,"Hayami, Saori"
666,Kami nomi zo Shiru Sekai: Megami-hen,"Shimono, Hiro"
666,Kami nomi zo Shiru Sekai: Megami-hen,"Asumi, Kana"
666,Kami nomi zo Shiru Sekai: Megami-hen,"Taketatsu, Ayana"
667,Kara no Kyoukai Movie: Mirai Fukuin,"Ishida, Akira"
667,Kara no Kyoukai Movie: Mirai Fukuin,"Suzumura, Kenichi"
667,Kara no Kyoukai Movie: Mirai Fukuin,"Sakamoto, Maaya"
667,Kara no Kyoukai Movie: Mirai Fukuin,"Iguchi, Yuka"
669,Zombieland Saga Revenge,"Tanaka, Minami"
669,Zombieland Saga Revenge,"Kawase, Maki"
669,Zombieland Saga Revenge,"Hondo, Kaede"
669,Zombieland Saga Revenge,"Taneda, Risa"
669,Zombieland Saga Revenge,"Tano, Asami"
669,Zombieland Saga Revenge,"Miyano, Mamoru"
669,Zombieland Saga Revenge,"Mitsuishi, Kotono"
669,Zombieland Saga Revenge,"Kinugawa, Rika"
671,Clannad,"Kanda, Akemi"
671,Clannad,"Hirohashi, Ryou"
671,Clannad,"Nakahara, Mai"
671,Clannad,"Nonaka, Ai"
671,Clannad,"Noto, Mamiko"
671,Clannad,"Nakamura, Yuuichi"
671,Clannad,"Ono, Fuyuka"
671,Clannad,"Kuwashima, Houko"
671,Clannad,"Sakaguchi, Daisuke"
673,ef: A Tale of Melodies.,"Nakajima, Yumiko"
673,ef: A Tale of Melodies.,"Gotou, Mai"
673,ef: A Tale of Melodies.,"Toochika, Kouichi"
673,ef: A Tale of Melodies.,"Matsumoto, Megumi"
673,ef: A Tale of Melodies.,"Hamada, Kenji"
668,Kimi ni Todoke 2nd Season,"Namikawa, Daisuke"
668,Kimi ni Todoke 2nd Season,"Noto, Mamiko"
668,Kimi ni Todoke 2nd Season,"Nakamura, Yuuichi"
668,Kimi ni Todoke 2nd Season,"Sawashiro, Miyuki"
668,Kimi ni Todoke 2nd Season,"Sanpei, Yuuko"
674,Hachimitsu to Clover,"Kudou, Haruka"
674,Hachimitsu to Clover,"Sugita, Tomokazu"
674,Hachimitsu to Clover,"Ueda, Yuuji"
674,Hachimitsu to Clover,"Kamiya, Hiroshi"
674,Hachimitsu to Clover,"Honda, Takako"
674,Hachimitsu to Clover,"Takahashi, Mikako"
679,Honzuki no Gekokujou: Shisho ni Naru Tame ni wa Shudan wo Erandeiraremasen,"Tamura, Mutsumi"
679,Honzuki no Gekokujou: Shisho ni Naru Tame ni wa Shudan wo Erandeiraremasen,"Iguchi, Yuka"
676,Bungou Stray Dogs Wan!,"Miyano, Mamoru"
676,Bungou Stray Dogs Wan!,"Uemura, Yuuto"
678,Hanada Shounen-shi,"Kumai, Motoko"
685,Touch,"Hidaka, Noriko"
685,Touch,"Kishiro, Sakurako"
685,Touch,"Fukami, Rica"
685,Touch,"Nanba, Keiichi"
685,Touch,"Mitsuya, Yuuji"
685,Touch,"Komiya, Kazue"
683,School Rumble Ni Gakki,"Takahashi, Hiroki"
683,School Rumble Ni Gakki,"Konishi, Ryousei"
683,School Rumble Ni Gakki,"Horie, Yui"
683,School Rumble Ni Gakki,"Nabatame, Hitomi"
683,School Rumble Ni Gakki,"Shimizu, Kaori"
683,School Rumble Ni Gakki,"Noto, Mamiko"
683,School Rumble Ni Gakki,"Koshimizu, Ami"
677,Haibane Renmei,"Hirohashi, Ryou"
677,Haibane Renmei,"Noda, Junko"
684,Shokugeki no Souma: San no Sara,"Kanemoto, Hisako"
684,Shokugeki no Souma: San no Sara,"Takahashi, Minami"
684,Shokugeki no Souma: San no Sara,"Matsuoka, Yoshitsugu"
693,Code Geass: Hangyaku no Lelouch III - Oudou,Yukana
693,Code Geass: Hangyaku no Lelouch III - Oudou,"Sakurai, Takahiro"
693,Code Geass: Hangyaku no Lelouch III - Oudou,"Watanabe, Akeno"
693,Code Geass: Hangyaku no Lelouch III - Oudou,"Fukuyama, Jun"
693,Code Geass: Hangyaku no Lelouch III - Oudou,"Ohara, Sayaka"
693,Code Geass: Hangyaku no Lelouch III - Oudou,"Koshimizu, Ami"
695,Durarara!!x2 Shou,"Ono, Daisuke"
695,Durarara!!x2 Shou,"Fukuyama, Jun"
695,Durarara!!x2 Shou,"Kamiya, Hiroshi"
695,Durarara!!x2 Shou,"Toyonaga, Toshiyuki"
695,Durarara!!x2 Shou,"Hanazawa, Kana"
695,Durarara!!x2 Shou,"Sawashiro, Miyuki"
697,Kakushigoto,"Takahashi, Rie"
697,Kakushigoto,"Kamiya, Hiroshi"
691,Akagami no Shirayuki-hime 2nd Season,"Okamoto, Nobuhiko"
691,Akagami no Shirayuki-hime 2nd Season,"Umehara, Yuuichirou"
691,Akagami no Shirayuki-hime 2nd Season,"Nazuka, Kaori"
691,Akagami no Shirayuki-hime 2nd Season,"Hayami, Saori"
691,Akagami no Shirayuki-hime 2nd Season,"Oosaka, Ryouta"
698,Koukaku Kidoutai 2.0,"Ootsuka, Akio"
698,Koukaku Kidoutai 2.0,"Tanaka, Atsuko"
698,Koukaku Kidoutai 2.0,"Sakakibara, Yoshiko"
698,Koukaku Kidoutai 2.0,"Yamadera, Kouichi"
692,Aria the Benedizione,"Minagawa, Junko"
692,Aria the Benedizione,"Saitou, Chiwa"
689,xxxHOLiC,"Nakai, Kazuya"
689,xxxHOLiC,"Ohara, Sayaka"
689,xxxHOLiC,"Itou, Shizuka"
689,xxxHOLiC,"Fukuyama, Jun"
695,Dragon Ball,"Tsuru, Hiromi"
695,Dragon Ball,"Tanaka, Mayumi"
695,Dragon Ball,"Yanami, Jouji"
695,Dragon Ball,"Miyauchi, Kouhei"
695,Dragon Ball,"Nozawa, Masako"
695,Dragon Ball,"Kawazu, Yasuhiko"
695,Dragon Ball,"Furuya, Toru"
706,Shingeki no Kyojin Movie: Kanketsu-hen - The Last Attack,"Ishikawa, Yui"
706,Shingeki no Kyojin Movie: Kanketsu-hen - The Last Attack,"Inoue, Marina"
706,Shingeki no Kyojin Movie: Kanketsu-hen - The Last Attack,"Kaji, Yuuki"
706,Shingeki no Kyojin Movie: Kanketsu-hen - The Last Attack,"Ishikawa, Yui"
706,Shingeki no Kyojin Movie: Kanketsu-hen - The Last Attack,"Inoue, Marina"
